0,0.4834
1,0.5796
2,0.6325
3,0.6732
4,0.7042
5,0.7319
6,0.7534
7,0.7731
8,0.7699
9,0.7805
10,0.8004
11,0.7993
12,0.8009
13,0.8128
14,0.8111
15,0.823
16,0.8141
17,0.8219
18,0.8267
19,0.8288
20,0.8243
21,0.8321
22,0.8291
23,0.8323
24,0.832
25,0.8312
26,0.839
27,0.8355
28,0.8385
29,0.8389
30,0.8352
31,0.8448
32,0.8464
33,0.8495
34,0.8499
35,0.8504
36,0.8528
37,0.8526
38,0.8534
39,0.8504
40,0.8535
41,0.8536
42,0.8525
43,0.8534
44,0.8518
45,0.8522
46,0.8543
47,0.8525
48,0.8536
49,0.853
50,0.8524
51,0.853
52,0.8549
53,0.8508
54,0.8524
55,0.8535
56,0.8551
57,0.8517
58,0.8521
59,0.8548
60,0.8528
61,0.853
62,0.8512
63,0.8541
64,0.8564
65,0.855
66,0.8544
67,0.8523
68,0.8548
69,0.8522
70,0.8528
71,0.8539
72,0.8539
73,0.851
74,0.8534
75,0.8525
76,0.8541
77,0.8515
78,0.8533
79,0.8543
80,0.8525
81,0.8523
82,0.8536
83,0.8527
84,0.8536
85,0.8539
86,0.853
87,0.8518
88,0.8521
89,0.8532
