0,0.2835
1,0.3606
2,0.3766
3,0.4632
4,0.4979
5,0.5689
6,0.6046
7,0.6121
8,0.6383
9,0.6701
10,0.6759
11,0.686
12,0.6854
13,0.6809
14,0.6824
15,0.7035
16,0.6807
17,0.7054
18,0.7111
19,0.7014
20,0.6703
21,0.7111
22,0.7328
23,0.7491
24,0.7561
25,0.763
26,0.7752
27,0.7781
28,0.778
29,0.7883
30,0.782
31,0.7887
32,0.7911
33,0.7868
34,0.8016
35,0.8024
36,0.8033
37,0.8064
38,0.8126
39,0.8061
40,0.8105
41,0.807
42,0.8163
43,0.817
44,0.8249
45,0.8212
46,0.8274
47,0.822
48,0.8267
49,0.828
50,0.8283
51,0.822
52,0.8241
53,0.8353
54,0.8265
55,0.8299
56,0.8245
57,0.8304
58,0.8351
59,0.8392
60,0.8381
61,0.8377
62,0.8396
63,0.8441
64,0.8302
65,0.8391
66,0.851
67,0.8498
68,0.8505
69,0.8511
70,0.8534
71,0.8547
72,0.854
73,0.8554
74,0.8567
75,0.8565
76,0.8541
77,0.8564
78,0.8575
79,0.8566
80,0.8583
81,0.8562
82,0.8574
83,0.8578
84,0.859
85,0.859
86,0.8605
87,0.861
88,0.8611
89,0.8607
90,0.8594
91,0.8611
92,0.8603
93,0.8616
94,0.8614
95,0.8592
96,0.8604
97,0.8613
98,0.8621
99,0.8628
100,0.8614
101,0.8612
102,0.861
103,0.862
104,0.8617
105,0.862
106,0.8603
107,0.8624
108,0.8608
109,0.8605
110,0.8616
111,0.861
112,0.8618
113,0.8625
114,0.8619
