0,0.2646
1,0.4431
2,0.5337
3,0.575
4,0.6642
5,0.6975
6,0.7116
7,0.7441
8,0.7479
9,0.7405
10,0.759
11,0.7782
12,0.7518
13,0.7691
14,0.7685
15,0.7826
16,0.7668
17,0.7124
18,0.5103
19,0.7085
20,0.6683
21,0.753
22,0.8049
23,0.8117
24,0.8192
25,0.818
26,0.8236
27,0.8221
28,0.8242
29,0.8209
30,0.8282
31,0.8237
32,0.8269
33,0.8272
34,0.8281
35,0.8263
36,0.8305
37,0.829
38,0.8355
39,0.8257
40,0.8325
41,0.8293
42,0.8312
43,0.8292
44,0.828
45,0.8328
46,0.8284
47,0.8318
48,0.8353
49,0.8305
50,0.8291
51,0.8279
52,0.832
53,0.8302
54,0.8328
55,0.829
56,0.8281
57,0.8306
58,0.8257
59,0.8349
60,0.832
61,0.8306
62,0.8327
63,0.831
64,0.8317
65,0.8327
66,0.83
67,0.8323
68,0.8306
69,0.8297
70,0.8306
71,0.8265
72,0.8311
73,0.8332
74,0.8348
75,0.8323
76,0.8308
77,0.8321
78,0.8308
79,0.8312
80,0.8288
81,0.8323
82,0.8335
83,0.834
84,0.8283
85,0.8327
86,0.8294
87,0.8309
88,0.8334
