0,0.5038
1,0.6127
2,0.6684
3,0.7138
4,0.7481
5,0.7595
6,0.7649
7,0.7634
8,0.7726
9,0.7765
10,0.7838
11,0.7894
12,0.7729
13,0.7837
14,0.7995
15,0.7898
16,0.7837
17,0.7884
18,0.8125
19,0.809
20,0.8121
21,0.8113
22,0.8123
23,0.8136
24,0.8179
25,0.817
26,0.8171
27,0.8169
28,0.8171
29,0.8168
30,0.818
31,0.8169
32,0.8156
33,0.8152
34,0.8188
35,0.8187
36,0.8174
37,0.8139
38,0.8169
39,0.815
40,0.8143
41,0.82
42,0.8161
43,0.817
44,0.8162
45,0.8174
46,0.8183
47,0.8144
48,0.8162
49,0.8146
50,0.8182
51,0.816
52,0.8138
53,0.8198
54,0.8182
55,0.8153
56,0.8191
57,0.815
58,0.8203
59,0.8176
60,0.8181
61,0.8172
62,0.8152
63,0.8191
64,0.8169
65,0.8182
66,0.8191
67,0.8206
68,0.8196
69,0.816
70,0.8211
71,0.8196
72,0.8204
73,0.816
74,0.8205
75,0.8163
76,0.8216
77,0.8192
