0,0.408
1,0.4999
2,0.5603
3,0.6085
4,0.6176
5,0.6718
6,0.7108
7,0.727
8,0.7331
9,0.7433
10,0.7642
11,0.7705
12,0.7793
13,0.7824
14,0.7954
15,0.8
16,0.7991
17,0.8064
18,0.8103
19,0.8187
20,0.8228
21,0.815
22,0.8198
23,0.8323
24,0.828
25,0.8342
26,0.8423
27,0.8387
28,0.8374
29,0.8427
30,0.8464
31,0.8371
32,0.8369
33,0.8451
34,0.843
35,0.8476
36,0.8498
37,0.8478
38,0.8553
39,0.849
40,0.8553
41,0.8542
42,0.8611
43,0.8539
44,0.8574
45,0.8554
46,0.8579
47,0.8612
48,0.8613
49,0.859
50,0.8592
51,0.8616
52,0.8651
53,0.8581
54,0.867
55,0.8633
56,0.8612
57,0.8636
58,0.8644
59,0.8657
60,0.8694
61,0.867
62,0.8635
63,0.8702
64,0.8681
65,0.8669
66,0.8721
67,0.8655
68,0.8707
69,0.8708
70,0.8684
71,0.872
72,0.8773
73,0.8774
74,0.8764
75,0.8782
76,0.8784
77,0.8797
78,0.8785
79,0.8793
80,0.8796
81,0.8796
82,0.8793
83,0.8775
84,0.88
85,0.8783
86,0.8785
87,0.8806
88,0.8796
89,0.8793
90,0.88
91,0.8806
92,0.8807
93,0.8809
94,0.8804
95,0.8805
96,0.8806
97,0.8804
98,0.88
99,0.8807
100,0.8797
101,0.8796
102,0.8803
103,0.8793
104,0.8809
105,0.8812
106,0.8809
107,0.8808
108,0.8807
109,0.88
110,0.881
111,0.8798
112,0.8803
113,0.8821
114,0.8807
115,0.8817
116,0.8808
117,0.8794
118,0.8807
119,0.8809
120,0.8808
121,0.8806
122,0.8802
