0,0.4261
1,0.4869
2,0.5983
3,0.6684
4,0.6463
5,0.7202
6,0.7098
7,0.727
8,0.7708
9,0.7487
10,0.7486
11,0.7724
12,0.7915
13,0.7695
14,0.7945
15,0.7924
16,0.7989
17,0.8153
18,0.8205
19,0.8068
20,0.7941
21,0.8159
22,0.8178
23,0.8262
24,0.8229
25,0.8245
26,0.8027
27,0.8286
28,0.8268
29,0.8251
30,0.828
31,0.8264
32,0.8348
33,0.8013
34,0.8298
35,0.8308
36,0.8268
37,0.8296
38,0.823
39,0.8325
40,0.827
41,0.8347
42,0.8361
43,0.8248
44,0.8343
45,0.8365
46,0.8272
47,0.8102
48,0.8268
49,0.7963
50,0.8362
51,0.8362
52,0.8362
53,0.8303
54,0.8199
55,0.8351
56,0.8368
57,0.8442
58,0.8343
59,0.839
60,0.8388
61,0.824
62,0.8172
63,0.8351
64,0.8283
65,0.838
66,0.8304
67,0.8405
68,0.8407
69,0.8326
70,0.8374
71,0.8336
72,0.835
73,0.8411
74,0.8344
75,0.8417
76,0.7892
77,0.7833
78,0.839
79,0.8365
80,0.8052
81,0.8392
82,0.801
