0,0.8281
1,0.8323
2,0.8369
3,0.8397
4,0.8369
5,0.8299
6,0.8322
7,0.8337
8,0.838
9,0.8374
10,0.8366
11,0.8365
12,0.8379
13,0.8352
14,0.8427
15,0.8359
16,0.8352
17,0.8351
18,0.8383
19,0.8353
20,0.8342
21,0.8377
22,0.8436
23,0.8344
24,0.8367
25,0.8368
26,0.8394
27,0.8316
28,0.8378
29,0.8364
30,0.8374
31,0.8438
32,0.8366
33,0.836
34,0.8509
35,0.8541
36,0.8558
37,0.8537
38,0.8544
39,0.8551
40,0.8587
41,0.8568
42,0.8552
43,0.8603
44,0.8589
45,0.861
46,0.859
47,0.8599
48,0.859
49,0.86
50,0.8604
51,0.8606
52,0.8582
53,0.859
54,0.8589
55,0.8602
56,0.858
57,0.8567
58,0.8596
59,0.8593
60,0.8592
