0,0.269
1,0.3073
2,0.3586
3,0.4348
4,0.4925
5,0.4948
6,0.5277
7,0.5272
8,0.5391
9,0.5519
10,0.5762
11,0.5832
12,0.5927
13,0.5752
14,0.581
15,0.5605
16,0.5732
17,0.5687
18,0.5701
19,0.583
20,0.6107
21,0.6264
22,0.6504
23,0.6592
24,0.6583
25,0.6587
26,0.6809
27,0.6759
28,0.6934
29,0.6944
30,0.6938
31,0.6844
32,0.6911
33,0.7048
34,0.6975
35,0.699
36,0.7069
37,0.7065
38,0.6942
39,0.71
40,0.708
41,0.7134
42,0.7175
43,0.7117
44,0.7225
45,0.719
46,0.7216
47,0.7096
48,0.722
49,0.7193
50,0.7073
51,0.7213
52,0.7263
53,0.7046
54,0.7533
55,0.7521
