0,0.2058
1,0.2322
2,0.3379
3,0.4525
4,0.5124
5,0.5651
6,0.59
7,0.5826
8,0.6103
9,0.63
10,0.6488
11,0.6825
12,0.6779
13,0.6766
14,0.6787
15,0.6751
16,0.6884
17,0.6775
18,0.6791
19,0.6685
20,0.6801
21,0.6855
22,0.67
23,0.7455
24,0.751
25,0.7534
26,0.763
27,0.7585
28,0.7616
29,0.7612
30,0.7709
31,0.773
32,0.7654
33,0.7733
34,0.7698
35,0.7723
36,0.767
37,0.7698
38,0.7769
39,0.7789
40,0.778
41,0.7724
42,0.7793
43,0.7777
44,0.7794
45,0.7786
46,0.7809
47,0.7794
48,0.7811
49,0.7798
50,0.7818
51,0.7824
52,0.7846
53,0.7761
54,0.788
55,0.7867
56,0.7861
57,0.7813
58,0.7887
59,0.7866
60,0.787
61,0.7874
62,0.7837
63,0.786
64,0.7839
65,0.788
66,0.7863
67,0.7904
68,0.7878
69,0.789
70,0.7865
71,0.7871
72,0.7898
73,0.7879
74,0.7807
75,0.7833
76,0.7861
77,0.7834
78,0.7865
79,0.7898
80,0.7868
81,0.7865
82,0.7894
83,0.7894
84,0.7918
85,0.7825
86,0.7868
87,0.7889
88,0.7856
89,0.7875
90,0.7862
91,0.7851
92,0.7834
93,0.7852
94,0.7886
95,0.7833
96,0.7853
97,0.7822
98,0.7837
99,0.7851
100,0.7847
101,0.7838
